onset,duration,trial_type,param_surprise,param_V,param_rpe,onset_sec,duration_sec,offset_sec,onset_tr_floor,offset_tr_ceil,feature_start_sec,feature_end_sec,feature_start_tr,feature_end_tr,feature_n_trs
2.35666917563867,1.91339752436397,ChoiceTactile,-0.1441909303570111,-1.5024710545244446,,2.35666917563867,1.91339752436397,4.27006670000264,1,2,7.024349175638671,8.937746700002641,3,3,1
9.68575714324106,1.89329015676049,ChoiceTactile,0.1359012252900838,-1.5024710545244446,,9.68575714324106,1.89329015676049,11.57904730000155,4,5,14.353437143241061,16.246727300001552,6,6,1
18.5325576460273,1.81496065397369,ChoiceTactile,0.3892754001394528,-1.5024710545244446,,18.5325576460273,1.81496065397369,20.34751830000099,7,9,23.2002376460273,25.01519830000099,9,10,2
25.8825065051933,1.85842649480765,ChoiceTactile,0.6205878988936974,-1.5024710545244446,,25.8825065051933,1.85842649480765,27.74093300000095,11,12,30.550186505193302,32.408613000000955,13,13,1
32.9189054441049,2.84503065589524,ChoiceTactile,-1.0092992782470769,0.0166816850413693,,32.9189054441049,2.84503065589524,35.76393610000014,14,16,37.5865854441049,40.43161610000014,16,17,2
40.7619246493268,1.76527985067514,ChoiceTactile,1.0303846423673504,-1.5024710545244446,,40.7619246493268,1.76527985067514,42.52720450000194,17,19,45.429604649326805,47.19488450000195,19,20,2
50.0298976355043,2.18328206449587,ChoiceTactile,1.2137964449616168,-1.5024710545244446,,50.0298976355043,2.18328206449587,52.21317970000017,21,23,54.6975776355043,56.88085970000017,23,24,2
57.0070114277623,1.88913967223925,ChoiceTactile,1.385366728144406,-1.5024710545244446,,57.0070114277623,1.88913967223925,58.89615110000155,24,26,61.6746914277623,63.56383110000155,26,27,2
65.5935976644687,1.6733706355335,ChoiceTactile,1.5465322359614126,-1.5024710545244446,,65.5935976644687,1.6733706355335,67.2669683000022,28,29,70.26127766446871,71.93464830000221,30,30,1
73.9982115087951,2.12118819120587,ChoiceTactile,-0.1441909303570111,0.0166816850413693,,73.9982115087951,2.12118819120587,76.11939970000097,31,33,78.6658915087951,80.78707970000097,33,34,2
