onset,duration,trial_type,param_surprise,param_V,param_rpe,onset_sec,duration_sec,offset_sec,onset_tr_floor,offset_tr_ceil,feature_start_sec,feature_end_sec,feature_start_tr,feature_end_tr,feature_n_trs
2.35666917563867,2.37982712436133,ChoiceTactile,-0.1283694425301064,-0.0367007597707724,,2.35666917563867,2.37982712436133,4.7364963,1,3,7.024349175638671,9.4041763,3,4,2
9.68575714324288,2.13608215675777,ChoiceTactile,0.1209893332850542,-0.0367007597707724,,9.68575714324288,2.13608215675777,11.821839300000649,4,6,14.35343714324288,16.48951930000065,6,7,2
18.5325576460291,2.13477025397151,ChoiceTactile,-1.2939230911147572,0.417224729999463,,18.5325576460291,2.13477025397151,20.66732790000061,7,9,23.2002376460291,25.335007900000612,9,10,2
25.8825065051915,2.63733619480809,ChoiceTactile,0.5524932977730828,-0.0367007597707724,,25.8825065051915,2.63733619480809,28.51984269999959,11,13,30.5501865051915,33.18752269999959,13,14,2
32.9189054441031,2.06053275589693,ChoiceTactile,0.7419319264072175,-0.0367007597707724,,32.9189054441031,2.06053275589693,34.97943820000003,14,15,37.58658544410311,39.64711820000004,16,16,1
40.7619246493286,2.61146475067108,ChoiceTactile,0.917324701385758,-0.0367007597707724,,40.7619246493286,2.61146475067108,43.37338939999968,17,19,45.429604649328596,48.041069399999685,19,20,2
50.0298976355043,2.11361476449565,ChoiceTactile,-0.559873407018135,-0.0367007597707724,,50.0298976355043,2.11361476449565,52.14351239999995,21,23,54.6975776355043,56.81119239999995,23,24,2
57.0070114277623,2.3262969722382,ChoiceTactile,1.233356038076272,-0.0367007597707724,,57.0070114277623,2.3262969722382,59.3333084000005,24,26,61.6746914277623,64.0009884000005,26,27,2
65.5935976644687,2.0946503355317,ChoiceTactile,-0.2636473691203157,-0.4906262495410077,,65.5935976644687,2.0946503355317,67.6882480000004,28,30,70.26127766446871,72.3559280000004,30,31,2
73.9982115087969,2.5491615912033,ChoiceTactile,-1.0879915776568132,0.417224729999463,,73.9982115087969,2.5491615912033,76.5473731000002,31,33,78.6658915087969,81.2150531000002,33,34,2
81.1191903592135,2.312414840786,ChoiceTactile,-0.0004075013464789,0.417224729999463,,81.1191903592135,2.312414840786,83.43160519999951,34,36,85.78687035921351,88.09928519999951,36,37,2
88.4578858961449,2.16066660385513,ChoiceTactile,-1.5194955421448413,-0.4906262495410077,,88.4578858961449,2.16066660385513,90.61855250000004,37,39,93.1255658961449,95.28623250000004,39,40,2
97.6953151824837,2.29623751751569,ChoiceTactile,-0.7231601740441376,0.8683137173582347,,97.6953151824837,2.29623751751569,99.99155269999939,41,43,102.3629951824837,104.6592326999994,43,44,2
107.010615331104,2.33975846889552,ChoiceTactile,-0.613060350811568,-0.0367007597707724,,107.010615331104,2.33975846889552,109.35037379999953,45,47,111.67829533110401,114.01805379999954,47,48,2
