onset,duration,trial_type,param_surprise,param_V,param_rpe,onset_tr
3.47770013161789,1.82778146838245,ChoiceTactile,-0.1548384856980691,-0.8635025111999151,,1
11.1003976227657,1.83987087723472,ChoiceTactile,0.1459366402333886,-0.8635025111999151,,5
19.3722912481735,1.88852035182754,ChoiceTactile,0.4180208375649199,-0.8635025111999151,,8
27.5961483379451,1.85518336205496,ChoiceTactile,0.6664142485892092,-0.8635025111999151,,12
35.1763284688295,1.85295383117045,ChoiceTactile,0.8949140364849849,-0.8635025111999151,,15
42.2580048041546,2.50906669584583,ChoiceTactile,1.1064717962196675,-0.8635025111999151,,18
51.4684016129413,1.80335928705972,ChoiceTactile,-0.6753160940538898,-0.2926353769743536,,22
59.4676873441222,1.5714526558786,ChoiceTactile,-0.4910764697374616,-0.2926353769743536,,25
68.3234503465719,2.02495135342906,ChoiceTactile,-0.3180099452663388,-0.8635025111999151,,29
77.2160862214823,1.7736865785173,ChoiceTactile,1.823904966915879,-0.8635025111999151,,33
83.8103209850287,1.77946461497231,ChoiceTactile,-0.000491525788109,-0.8635025111999151,,36
91.6483885658781,1.73590683412294,ChoiceTactile,0.1459366402333886,-1.4343696454254764,,39
101.349533172408,1.97483132759226,ChoiceTactile,0.2852190619323891,-0.2926353769743536,,43
108.87321136494,2.63314933506081,ChoiceTactile,2.396764290178868,-0.8635025111999151,,47
116.104077388172,2.05211721182786,ChoiceTactile,-0.6125723954785647,0.2226078023294695,,50
124.826389406197,2.41075699380417,ChoiceTactile,-0.4910764697374616,-0.9191264661216532,,53
134.19941888961,1.81192611039114,ChoiceTactile,-0.3745409681224307,0.2226078023294695,,58
142.597129984186,1.83656721581428,ChoiceTactile,-0.262576681841686,-0.2926353769743536,,61
150.188198734524,1.8254053654764,ChoiceTactile,-0.9760912199853488,0.6876468944454586,,64
159.323195201641,1.77015249835858,ChoiceTactile,3.085215248833616,-0.8635025111999151,,68
167.906970439995,1.80603196000447,ChoiceTactile,1.2066478068384228,-0.2926353769743536,,72
174.821857776726,2.13607622327436,ChoiceTactile,1.3034273585600595,-1.4343696454254764,,75
182.23581163173,1.4773051682696,ChoiceTactile,1.3970332319489556,-0.2926353769743536,,78
190.134337197493,1.92318470250757,ChoiceTactile,-1.1280895797083117,1.107373667904677,,81
