onset	duration	trial_type	param_surprise	param_V	param_rpe
2.2075770762458	2.10458742375431	ChoiceAudio	-0.16172859293411387	0.08156058464431581	
6.24258346308852	1.0	FeedbackAudio			-0.9945000601790444
11.4497872554512	1.948046244549	ChoiceAudio	0.15243062715364847	0.08156058464431581	
15.3984944355961	0.9999999999999982	FeedbackAudio			-0.9945000601790444
19.8745131355772	1.50564456442316	ChoiceAudio	0.43662221037438936	0.08156058464431581	
23.9684477573419	1.0	FeedbackAudio			-0.9945000601790444
28.4336039878581	1.48623281214168	ChoiceAudio	0.696068798720637	0.08156058464431581	
32.4160738203464	1.0	FeedbackAudio			0.9955310247543554
36.071813325947	1.82689217405277	ChoiceAudio	0.9347365240960219	0.08156058464431581	
39.948872586775	1.0	FeedbackAudio			-0.9945000601790444
44.4735408320294	1.7391511679707	ChoiceAudio	1.1557083235290244	0.08156058464431581	
48.7433302352511	1.0	FeedbackAudio			0.9955310247543554
52.6209804364062	1.75072226359407	ChoiceAudio	-0.7053667645011025	0.08156058464431581	
56.1993161833734	1.0	FeedbackAudio			-0.9945000601790444
60.1618571999834	0.886050600016461	ChoiceAudio	1.553866190375388	0.08156058464431581	
63.8007986193252	1.000000000000007	FeedbackAudio			-0.9945000601790444
67.1140488026131	0.863782297386933	ChoiceAudio	1.734633945630315	0.08156058464431581	
71.452244922938	1.0	FeedbackAudio			-0.9945000601790444
74.6917093228785	1.29204927712181	ChoiceAudio	1.9050663187190087	0.08156058464431581	
78.4989644443458	1.0	FeedbackAudio			-0.9945000601790444
82.8504986118878	1.04507948811261	ChoiceAudio	-0.0005133980337209414	0.08156058464431581	
86.5467098606114	1.0	FeedbackAudio			-0.9945000601790444
90.7218152894447	0.750970210555352	ChoiceAudio	0.15243062715364847	0.08156058464431581	
94.944295922749	1.0	FeedbackAudio			0.9955310247543554
99.8287822593511	1.29990784064921	ChoiceAudio	-0.9110865881240987	1.273749210157073	
103.88171070371	1.0	FeedbackAudio			0.03344217978080279
107.568732587984	2.0840509120153	ChoiceAudio	-0.7723753096239835	-1.1106280408684412	
111.197496366099	1.0	FeedbackAudio			-0.03241121520549179
114.46920716017	1.54820663982991	ChoiceAudio	-0.6398310545623167	-1.1106280408684412	
118.411607427935	1.0	FeedbackAudio			-0.03241121520549179
122.587570293141	1.4823548068598	ChoiceAudio	0.696068798720637	-1.1106280408684412	
126.380147302856	1.0	FeedbackAudio			-0.03241121520549179
129.67401162128	1.45483407871961	ChoiceAudio	-1.2490049360680904	-1.1500795193144109	
133.51965921297	1.0	FeedbackAudio			1.9894569687559724
138.730352666978	1.59148023302168	ChoiceAudio	-0.2742609959023508	0.08156058464431581	
142.277858433583	1.0	FeedbackAudio			0.9955310247543554
145.449007442609	2.65727655739101	ChoiceAudio	1.0472689270642577	0.08156058464431581	
149.183905852651	1.0	FeedbackAudio			0.9955310247543554
152.398598087012	2.3889639129884	ChoiceAudio	1.1557083235290244	-1.1106280408684412	
156.332602241734	1.0	FeedbackAudio			1.957619869727908
159.826947583914	2.32171571608615	ChoiceAudio	-0.8064528779061095	1.313200688603042	
163.497587304098	1.0	FeedbackAudio			-1.9884260041806614
168.473831927319	2.09408837268074	ChoiceAudio	1.3614281471520213	0.08156058464431581	
172.811307296703	1.0	FeedbackAudio			-0.9945000601790444
177.76898271006	1.48760518994004	ChoiceAudio	0.25020183774966986	1.2342977317111035	
181.338545443685	1.0	FeedbackAudio			-1.9247518061245323
184.896152566714	2.37401783328642	ChoiceAudio	0.3448686703770164	-1.1106280408684412	
188.623443074602	1.0	FeedbackAudio			-0.03241121520549179
192.414808242248	1.43001925775206	ChoiceAudio	-0.42117518128036285	1.273749210157073	
196.767364641138	1.0	FeedbackAudio			0.03344217978080279
201.480266377169	1.84546892283106	ChoiceAudio	-0.33216096602280887	0.08156058464431581	
205.933140887515	1.0	FeedbackAudio			0.9955310247543554
209.710721380261	2.6179926197392	ChoiceAudio	-0.9110865881240987	1.313200688603042	
213.51634699589	1.0	FeedbackAudio			0.001605080752738432
219.50826067396	2.19246452604057	ChoiceAudio	-0.16172859293411387	1.273749210157073	
223.381227402146	1.0	FeedbackAudio			0.03344217978080279
227.614132859325	1.69762784067552	ChoiceAudio	1.9867633406859224	0.08156058464431581	
231.238062802096	1.0	FeedbackAudio			0.9955310247543554
234.479771713826	2.19725858617403	ChoiceAudio	2.0662815136194017	0.08156058464431581	
238.280678408158	1.0	FeedbackAudio			0.9955310247543554
244.092140114321	1.52080978567847	ChoiceAudio	-0.5884202159901132	-1.1106280408684412	
247.595268340895	1.0	FeedbackAudio			1.957619869727908
251.724252558069	2.5780236419314	ChoiceAudio	0.15243062715364847	-1.1500795193144109	
256.12148663248	1.0	FeedbackAudio			-0.0005741161774272333
259.444966842393	2.6209391576067	ChoiceAudio	-0.4393014059130902	-1.1106280408684412	
263.876912842633	1.0	FeedbackAudio			-0.03241121520549179
268.444909326455	2.01467007354495	ChoiceAudio	-0.3674484165571108	1.273749210157073	
272.324655865855	1.0	FeedbackAudio			0.03344217978080279
275.413625009261	1.76161119073913	ChoiceAudio	-0.8409244152407446	-1.0698710482460525	
279.880255640958	1.0	FeedbackAudio			1.924729228836409
284.467406445059	1.57296125494122	ChoiceAudio	-0.22873713805699486	-1.1513850334908302	
288.797654343392	1.0	FeedbackAudio			0.0004794256860070639
293.226667409873	1.44188999012749	ChoiceAudio	-1.1650062893094906	1.2356464474944577	
