onset,duration,trial_type,param_surprise,param_V,param_rpe,onset_sec,duration_sec,offset_sec,onset_tr_floor,offset_tr_ceil,feature_start_sec,feature_end_sec,feature_start_tr,feature_end_tr,feature_n_trs
2.2075770762458,1.61012192375347,ChoiceAudio,-0.1289288239718856,-0.5575667444761991,,2.2075770762458,1.61012192375347,3.81769899999927,0,2,6.8752570762458,8.48537899999927,2,3,2
11.4497872554512,1.72698974454761,ChoiceAudio,0.1215165552341331,-0.5575667444761991,,11.4497872554512,1.72698974454761,13.176776999998811,4,6,16.117467255451203,17.844456999998812,6,7,2
19.8745131355772,1.56170206442221,ChoiceAudio,-1.2995614778678144,-0.5575667444761991,,19.8745131355772,1.56170206442221,21.43621519999941,8,10,24.5421931355772,26.10389519999941,10,11,2
28.4336039878581,1.85587601214138,ChoiceAudio,0.5549008372263226,-0.4114423928662777,,28.4336039878581,1.85587601214138,30.28947999999948,12,13,33.101283987858096,34.957159999999476,14,14,1
36.071813325947,2.25407867405193,ChoiceAudio,0.7451649617972271,-0.7036910960861212,,36.071813325947,2.25407867405193,38.32589199999893,15,17,40.739493325946995,42.993571999998935,17,18,2
44.4735408320284,1.4571297679704,ChoiceAudio,-0.7263114098275226,-1.5558982664926706,,44.4735408320284,1.4571297679704,45.9306705999988,19,20,49.141220832028395,50.598350599998795,21,21,1
52.6209804364062,1.78072536359286,ChoiceAudio,-1.5261168812298234,-1.4138564285351367,,52.6209804364062,1.78072536359286,54.40170579999906,22,24,57.288660436406204,59.069385799999054,24,25,2
60.1618571999825,1.95981190001658,ChoiceAudio,-0.4089029380394264,0.5391560740052371,,60.1618571999825,1.95981190001658,62.12166909999908,25,27,64.8295371999825,66.78934909999909,27,28,2
67.114048802614,1.14368709738483,ChoiceAudio,1.3828372001167295,-0.0248849068338572,,67.114048802614,1.14368709738483,68.25773589999882,28,30,71.781728802614,72.92541589999882,30,31,2
74.6917093228785,1.83542227712132,ChoiceAudio,-0.1289288239718856,-0.2892415987404758,,74.6917093228785,1.83542227712132,76.52713159999982,32,33,79.3593893228785,81.19481159999982,34,34,1
82.8504986118878,1.20522748811163,ChoiceAudio,-0.0004092770704069,0.7441938200972623,,82.8504986118878,1.20522748811163,84.05572609999943,35,37,87.5181786118878,88.72340609999944,37,38,2
90.7218152894457,1.40862221055431,ChoiceAudio,-0.8422872200316147,-0.5575667444761991,,90.7218152894457,1.40862221055431,92.13043750000001,38,40,95.3894952894457,96.79811750000002,40,41,2
99.8287822593502,1.11886434064945,ChoiceAudio,1.8851258019021828,-0.7077736097385094,,99.8287822593502,1.11886434064945,100.94764659999966,42,44,104.49646225935021,105.61532659999966,44,45,2
107.568732587984,1.39670431201557,ChoiceAudio,1.9957053950600987,-0.5575667444761991,,107.568732587984,1.39670431201557,108.96543689999957,46,47,112.236412587984,113.63311689999958,48,48,1
114.469207160169,1.66157363982893,ChoiceAudio,-0.5100685284451668,0.0262012203713442,,114.469207160169,1.66157363982893,116.13078079999794,49,50,119.13688716016901,120.79846079999794,51,51,1
122.587570293141,1.19982480685758,ChoiceAudio,-0.4089029380394264,1.3873585639664312,,122.587570293141,1.19982480685758,123.78739509999858,52,54,127.255250293141,128.45507509999857,54,55,2
129.67401162128,1.46458367871855,ChoiceAudio,2.29956948497165,0.1634595233769538,,129.67401162128,1.46458367871855,131.13859529999854,55,57,134.34169162127998,135.80627529999853,57,58,2
138.730352666978,1.42825043302037,ChoiceAudio,2.3927983982611827,-0.3692223142653869,,138.730352666978,1.42825043302037,140.15860309999837,59,61,143.398032666978,144.82628309999836,61,62,2
145.44900744261,1.21658725738962,ChoiceAudio,-0.8127584851700947,1.9252240298426453,,145.44900744261,1.21658725738962,146.66559469999962,62,63,150.11668744261,151.3332746999996,64,64,1
152.398598087013,1.35704851298578,ChoiceAudio,0.921322026636434,-1.256347849798216,,152.398598087013,1.35704851298578,153.75564659999878,65,66,157.066278087013,158.42332659999877,67,67,1
159.826947583913,1.98371511608639,ChoiceAudio,1.004735237383381,-0.8375882863349269,,159.826947583913,1.98371511608639,161.8106626999994,68,70,164.494627583913,166.4783426999994,70,71,2
168.473831927318,1.5507876726806,ChoiceAudio,0.1215165552341331,-0.6956605082006758,,168.473831927318,1.5507876726806,170.0246195999986,72,73,173.141511927318,174.6922995999986,74,74,1
177.76898271006,1.21445818993925,ChoiceAudio,-1.014790121832987,0.6624505040690852,,177.76898271006,1.21445818993925,178.98344089999924,76,77,182.43666271005998,183.65112089999923,78,78,1
184.896152566713,1.91230753328637,ChoiceAudio,-0.4089029380394264,-0.7452049812983789,,184.896152566713,1.91230753328637,186.80846009999937,79,81,189.563832566713,191.47614009999936,81,82,2
192.414808242247,1.13991345775139,ChoiceAudio,-1.2995614778678144,-0.3935810604883589,,192.414808242247,1.13991345775139,193.5547216999984,82,83,197.082488242247,198.2224016999984,84,84,1
201.48026637717,1.59543562283034,ChoiceAudio,-0.2647962363472277,-0.0524330213465736,,201.48026637717,1.59543562283034,203.07570200000035,86,88,206.14794637717,207.74338200000034,88,89,2
209.710721380261,1.29997821973848,ChoiceAudio,1.4517415199099934,0.1855595480917563,,209.710721380261,1.29997821973848,211.01069959999947,89,91,214.37840138026098,215.67837959999946,91,92,2
219.50826067396,1.45232182604013,ChoiceAudio,-0.6593483172454461,-0.991423470399965,,219.50826067396,1.45232182604013,220.96058250000013,94,95,224.17594067395999,225.62826250000012,96,96,1
227.614132859324,1.17261184067502,ChoiceAudio,-1.3940255341251182,0.4358607991372595,,227.614132859324,1.17261184067502,228.78674469999902,97,99,232.281812859324,233.454424699999,99,100,2
234.479771713826,1.30492568617228,ChoiceAudio,-0.0004092770704069,-1.6547038307769208,,234.479771713826,1.30492568617228,235.7846973999983,100,102,239.147451713826,240.45237739999828,102,103,2
244.092140114321,1.42359748567833,ChoiceAudio,0.7451649617972271,-0.8410735106057057,,244.092140114321,1.42359748567833,245.51573759999934,104,106,248.759820114321,250.18341759999933,106,107,2
251.72425255807,1.27115724193027,ChoiceAudio,0.1215165552341331,0.0108779805111646,,251.72425255807,1.27115724193027,252.99540980000026,107,109,256.39193255807,257.66308980000025,109,110,2
259.444966842393,1.51664155760591,ChoiceAudio,-0.7835920752217046,-0.0641025296876743,,259.444966842393,1.51664155760591,260.9616083999989,111,112,264.112646842393,265.6292883999989,113,113,1
268.444909326456,1.43648637354272,ChoiceAudio,-0.2929271278353337,0.3428524664332183,,268.444909326456,1.43648637354272,269.88139569999873,115,116,273.11258932645603,274.54907569999875,117,117,1
275.413625009262,1.20905909073736,ChoiceAudio,0.2934251245938568,0.0616320537764653,,275.413625009262,1.20905909073736,276.62268409999933,118,119,280.081305009262,281.29036409999935,120,120,1
284.467406445059,1.09726035493986,ChoiceAudio,-0.182347534677417,0.9453824157332786,,284.467406445059,1.09726035493986,285.56466679999886,121,123,289.135086445059,290.2323467999989,123,124,2
293.226667409874,1.4967255901247,ChoiceAudio,-0.1289288239718856,-0.8960331907615358,,293.226667409874,1.4967255901247,294.7233929999987,125,127,297.894347409874,299.3910729999987,127,128,2
302.324011401946,1.14137109805233,ChoiceAudio,2.101368683284538,-1.6827438851927152,,302.324011401946,1.14137109805233,303.4653824999983,129,131,306.991691401946,308.13306249999835,131,132,2
308.982817549106,1.4209262508939,ChoiceAudio,-0.4589475777909493,0.1418049358728169,,308.982817549106,1.4209262508939,310.4037437999999,132,134,313.65049754910603,315.07142379999993,134,135,2
316.954570292115,1.47106610788433,ChoiceAudio,-0.7753241274495382,-1.0011824405553773,,316.954570292115,1.47106610788433,318.42563639999935,135,137,321.62225029211504,323.09331639999937,137,138,2
326.157310988985,1.07734351101499,ChoiceAudio,-0.7263114098275226,0.883593112049895,,326.157310988985,1.07734351101499,327.2346545,139,141,330.824990988985,331.9023345,141,142,2
334.506075799729,1.26047820027088,ChoiceAudio,-0.9956973879562638,-0.0722637559973366,,334.506075799729,1.26047820027088,335.76655399999987,143,144,339.173755799729,340.4342339999999,145,145,1
342.64530980623,1.10303849376942,ChoiceAudio,-0.9486258975454364,1.1295059911310512,,342.64530980623,1.10303849376942,343.7483482999994,146,148,347.31298980623,348.4160282999994,148,149,2
350.409082736667,1.09060716333261,ChoiceAudio,0.2147454685236675,-0.6250697003195282,,350.409082736667,1.09060716333261,351.4996898999996,150,151,355.07676273666704,356.16736989999964,152,152,1
359.420589017647,1.11791158235246,ChoiceAudio,-0.1733606332808056,1.378048199191598,,359.420589017647,1.11791158235246,360.53850059999945,154,155,364.088269017647,365.20618059999947,156,156,1
368.12921611737,1.25739408262962,ChoiceAudio,-0.1289288239718856,-1.6969089660849277,,368.12921611737,1.25739408262962,369.3866101999996,157,159,372.79689611737,374.0542901999996,159,160,2
376.336563018158,1.20321928184057,ChoiceAudio,1.5623211130679102,-0.8822958146410896,,376.336563018158,1.20321928184057,377.5397822999986,161,162,381.00424301815804,382.2074622999986,163,163,1
384.238638329804,1.21275787019658,ChoiceAudio,-0.7263114098275226,1.5039353288212052,,384.238638329804,1.21275787019658,385.4513962000006,164,166,388.90631832980404,390.1190762000006,166,167,2
392.248823840908,1.36456175909188,ChoiceAudio,-0.9642130523361558,1.709587218998278,,392.248823840908,1.36456175909188,393.6133855999999,168,169,396.91650384090804,398.2810655999999,170,170,1
399.886442357851,1.23015634214789,ChoiceAudio,0.0409314621176322,0.3793234714686992,,399.886442357851,1.23015634214789,401.1165986999989,171,172,404.55412235785104,405.78427869999894,173,173,1
409.011252390901,1.1944886090987,ChoiceAudio,1.7291989237498588,-0.1225043997609759,,409.011252390901,1.1944886090987,410.2057409999997,175,176,413.678932390901,414.8734209999997,177,177,1
417.397870670273,0.979509129725557,ChoiceAudio,1.7691499916980902,0.9070684842961788,,417.397870670273,0.979509129725557,418.37737979999855,178,180,422.065550670273,423.04505979999857,180,181,2
425.754183144461,1.28934305553776,ChoiceAudio,-0.8029965306368707,0.7045718616163141,,425.754183144461,1.28934305553776,427.0435261999988,182,183,430.42186314446104,431.7112061999988,184,184,1
433.363370328774,1.27132637122486,ChoiceAudio,-0.7643447426269673,2.022714784018235,,433.363370328774,1.27132637122486,434.63469669999887,185,187,438.03105032877403,439.3023766999989,187,188,2
443.6857671983,1.10891130169875,ChoiceAudio,-0.976756789033542,1.3542235338510078,,443.6857671983,1.10891130169875,444.7946784999988,190,191,448.35344719830005,449.4623584999988,192,192,1
451.766510503428,1.30212839656997,ChoiceAudio,-0.0914944662513295,1.920520523124916,,451.766510503428,1.30212839656997,453.06863889999795,193,195,456.434190503428,457.73631889999797,195,196,2
458.814320090934,1.38835000906511,ChoiceAudio,-0.0546405096050736,-0.7355588382364201,,458.814320090934,1.38835000906511,460.2026700999991,196,198,463.48200009093404,464.87035009999914,198,199,2
466.157190507203,1.23145779279548,ChoiceAudio,-0.8661771958756261,0.4821178679436516,,466.157190507203,1.23145779279548,467.38864829999847,199,201,470.824870507203,472.0563282999985,201,202,2
474.088986516223,1.35138268377705,ChoiceAudio,-0.8304316713259247,2.456559387623124,,474.088986516223,1.35138268377705,475.4403692,203,204,478.756666516223,480.10804920000004,205,205,1
482.778097941431,1.886325758569,ChoiceAudio,0.0526122354408691,-0.893259322992338,,482.778097941431,1.886325758569,484.6644237,206,208,487.445777941431,489.3321037,208,209,2
